4|7|9|16|28|41|19|81|17|218|133|323|241|53|58|9999|82|91|36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|28|41|19|81|17|93|133|323|241|53|58|9999|82|91|36|218|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|41|19|81|17|28|133|323|241|53|58|9999|82|91|36|218|93|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|41|19|81|17|28|133|323|241|53|58|9999|82|91|36|218|93|320|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|41|19|81|17|28|61|323|241|53|58|9999|82|91|36|218|93|320|133|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|27|19|81|17|28|61|41|241|53|58|9999|82|91|36|218|93|320|133|323|0|0|0|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|27|19|81|17|28|61|33|241|53|58|9999|82|91|36|218|93|320|133|323|41|0|0|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|27|19|81|17|28|61|33|44|53|58|9999|82|91|36|218|93|320|133|323|41|241|0|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|15|19|81|17|28|61|33|27|53|58|9999|82|91|36|218|93|320|133|323|41|241|44|0|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|15|19|81|17|28|61|33|27|53|58|9999|82|91|36|218|93|320|133|323|41|241|44|78|0|0|0|0|0|0|0|0|0|
4|7|9|16|18|15|19|81|17|28|61|33|27|53|58|9999|82|91|36|218|93|320|133|323|41|241|44|78|166|0|0|0|0|0|0|0|0|
4|7|9|16|18|15|19|81|17|28|61|33|27|53|58|9999|82|91|36|218|93|320|133|323|41|241|44|78|166|717|0|0|0|0|0|0|0|
4|7|9|16|18|15|19|81|17|28|61|33|27|53|58|9999|82|91|36|218|93|320|133|323|41|241|44|78|166|717|888|0|0|0|0|0|0|
4|7|9|16|18|15|19|77|17|28|61|33|27|53|58|81|82|91|36|218|93|320|133|323|41|241|44|78|166|717|888|9999|0|0|0|0|0|
4|7|9|16|18|15|19|20|17|28|61|33|27|53|58|77|82|91|36|218|93|320|133|323|41|241|44|78|166|717|888|9999|81|0|0|0|0|
4|7|9|16|18|15|19|20|17|28|61|33|27|53|58|77|25|91|36|218|93|320|133|323|41|241|44|78|166|717|888|9999|81|82|0|0|0|
4|7|9|16|18|15|19|20|17|28|61|33|27|53|58|77|25|91|36|218|93|320|133|323|41|241|44|78|166|717|888|9999|81|82|64|0|0|
4|7|9|16|18|15|19|20|17|28|61|33|27|53|58|77|25|43|36|218|93|320|133|323|41|241|44|78|166|717|888|9999|81|82|64|91|0|
4|7|9|16|18|15|19|20|17|28|61|33|27|53|58|77|25|23|36|218|93|320|133|323|41|241|44|78|166|717|888|9999|81|82|64|91|43|
